forward_num_0.50,reverse_num_0.50,forward_rate_0.50,reverse_rate_0.50,organism_num_0.50,organism_rate_0.50,forward_num_0.10,reverse_num_0.10,forward_rate_0.10,reverse_rate_0.10,organism_num_0.10,organism_rate_0.10,forward_num_0.60,reverse_num_0.60,forward_rate_0.60,reverse_rate_0.60,organism_num_0.60,organism_rate_0.60,forward_num_0.20,reverse_num_0.20,forward_rate_0.20,reverse_rate_0.20,organism_num_0.20,organism_rate_0.20,forward_num_0.40,reverse_num_0.40,forward_rate_0.40,reverse_rate_0.40,organism_num_0.40,organism_rate_0.40,forward_num_0.30,reverse_num_0.30,forward_rate_0.30,reverse_rate_0.30,organism_num_0.30,organism_rate_0.30,forward_num_0.35,reverse_num_0.35,forward_rate_0.35,reverse_rate_0.35,organism_num_0.35,organism_rate_0.35,forward_num_0.55,reverse_num_0.55,forward_rate_0.55,reverse_rate_0.55,organism_num_0.55,organism_rate_0.55,forward_num_0.45,reverse_num_0.45,forward_rate_0.45,reverse_rate_0.45,organism_num_0.45,organism_rate_0.45,forward_num_0.25,reverse_num_0.25,forward_rate_0.25,reverse_rate_0.25,organism_num_0.25,organism_rate_0.25,forward_num_0.15,reverse_num_0.15,forward_rate_0.15,reverse_rate_0.15,organism_num_0.15,organism_rate_0.15
705.6,293.0,6.27801536994009,4.87787051615082,998.6,5.86578578244578,730.0,268.7,6.35774650990425,4.85763122734772,998.7,5.95397431499636,706.1,292.2,6.35409199051864,5.06476549254592,998.3,5.97827245419116,714.8,283.8,6.33048261864459,4.83380836049398,998.6,5.90676968387736,709.3,289.0,6.30481155945675,4.89456194805664,998.3,5.89681903156093,710.1,288.4,6.30536455643533,4.8781415161314,998.5,5.89425184255055,707.2,291.4,6.31565013806946,4.80790784193212,998.6,5.87653492743965,699.1,299.3,6.26632169868344,4.93649425626729,998.4,5.86872279060527,701.9,296.1,6.31308218654604,4.92853166519212,998.0,5.90389648890264,711.7,286.4,6.29209305976674,4.79705565031079,998.1,5.86362327975843,719.4,278.7,6.26953112044468,4.89320028801107,998.1,5.88367718295076
698.9,299.0,6.33326976431448,4.9082475992112,997.9,5.90851285434236,718.5,280.0,6.40363050604144,4.81384847156023,998.5,5.95817336036087,698.1,300.4,6.40986446831271,5.15088171151172,998.5,6.03334357969888,709.8,288.5,6.39631305915681,4.86906699551911,998.3,5.95732485389392,711.0,286.9,6.38129363466689,4.92470710125848,997.9,5.96584237719206,709.2,289.3,6.37201135452365,4.91489185919873,998.5,5.95426127530336,699.3,298.7,6.35331969041489,4.84198097176516,998.0,5.90206477299777,691.0,307.5,6.32856217221114,5.02232147732282,998.5,5.92820377902591,693.0,305.1,6.34139916740053,5.00095142129648,998.1,5.93356427630277,703.6,294.7,6.32882744946784,4.82707546412662,998.3,5.8868712871067,716.5,281.4,6.35328676655114,4.88307840555411,997.9,5.93818542590328
687.6,310.9,6.3576311424957,5.17213549241325,998.5,5.99175615788008,705.9,292.8,6.45280966411138,4.99210197723603,998.7,6.025029739158,691.6,306.7,6.47489455332191,5.3591183514555,998.3,6.13400746943851,692.3,305.8,6.40751282333862,5.19377746225242,998.1,6.04016561732314,693.0,305.5,6.39856835088198,5.18798496873113,998.5,6.03385841072498,693.9,304.7,6.38223629915638,5.12499746429738,998.6,6.00290400621062,691.7,306.5,6.40250781430243,5.06301315367686,998.2,5.99557666776865,677.9,320.7,6.35732260542557,5.32572531682604,998.6,6.02926393327195,680.6,316.9,6.39560425071841,5.29280740504288,997.5,6.05181858522263,691.0,306.4,6.3726833310294,5.05883993379126,997.4,5.97253408833214,704.5,293.4,6.37523644929247,5.10191208781562,997.9,6.00251442273926
682.8,314.9,6.40536618240831,5.42853609918381,997.7,6.09893715606224,691.4,306.8,6.48596367808726,5.41419537040565,998.2,6.15606645569377,688.0,310.2,6.49007662501911,5.65695819894407,998.2,6.23011947073608,689.9,308.0,6.46381129364837,5.50021587762961,997.9,6.16906962330526,688.6,309.7,6.44777353784207,5.51070599010496,998.3,6.15907132047468,686.3,312.3,6.43534815513863,5.49442750081985,998.6,6.14452757430971,683.3,314.9,6.43456019722762,5.40702895562198,998.2,6.11173022679868,676.3,322.4,6.39023137081618,5.66415094468563,998.7,6.15690369728446,684.6,313.6,6.39496562362553,5.58411338858932,998.2,6.14133795365245,685.6,312.5,6.41435813720411,5.35784267845009,998.1,6.08725068743083,693.1,305.1,6.40329449422688,5.52117290575104,998.2,6.13546379596331
693.1,305.2,6.38680181385124,5.59991880135159,998.3,6.14658376122548,701.8,296.6,6.49547613446696,5.56622787997165,998.4,6.21758607239308,705.7,292.6,6.52334122476951,5.71682967771915,998.3,6.28632454512291,690.2,308.0,6.45421373846627,5.59027213070909,998.2,6.18893229786551,698.0,300.0,6.46671366423518,5.64980821046826,998.0,6.22335640821108,689.1,309.6,6.43055841963435,5.6362424232275,998.7,6.18711868180806,689.2,308.9,6.46712996795583,5.51466875838498,998.1,6.17598577257679,693.2,304.9,6.3864994922316,5.66714436533481,998.1,6.16838809571557,694.9,303.4,6.40412532450714,5.64610924696926,998.3,6.17501929390129,687.4,310.9,6.44737839945021,5.48785340628133,998.3,6.1489188587385,701.6,296.8,6.4263137770243,5.66849587506579,998.4,6.20134228193456
701.2,297.1,6.42971933068066,5.67782246522117,998.3,6.20756926406792,697.0,301.3,6.51994830298577,5.54663697853502,998.3,6.22672997035282,717.0,281.4,6.49991819744685,5.8334108597111,998.4,6.31327241577773,674.8,323.4,6.46448634064882,5.6280189458602,998.2,6.19908517612396,694.1,304.3,6.47627177928333,5.65350916697387,998.4,6.22615174566168,684.4,314.1,6.44013405627322,5.69459145187123,998.5,6.21071175556837,681.4,317.1,6.45854446047868,5.50423182057785,998.5,6.16241901957007,699.1,299.4,6.40348967896621,5.79831533529147,998.5,6.22375441573838,687.0,311.6,6.4087198502928,5.75189241308013,998.6,6.20901392374338,676.7,321.2,6.47497049480271,5.51066566172499,997.9,6.16384553902048,694.7,303.6,6.42805719443176,5.66315633156704,998.3,6.19482452203139
685.7,313.1,6.43210172524771,5.81465489930534,998.8,6.2406981129426,677.5,320.6,6.5420676255523,5.68326717111064,998.1,6.26801649048104,719.2,279.1,6.55330132608303,6.03642112439626,998.3,6.41189260639103,659.5,338.8,6.47087714432382,5.80685650577313,998.3,6.24829989375349,672.1,326.1,6.49503109950903,5.80565123461501,998.2,6.27279223886446,664.7,333.6,6.48390973932031,5.84808449891029,998.3,6.27792411650127,667.9,330.1,6.48861655809325,5.55706708643654,998.0,6.18658504596158,680.6,318.0,6.45682383686924,6.00656299738274,998.6,6.31474871665252,681.6,316.6,6.45854213649,5.79727096450876,998.2,6.25235731718678,660.1,338.1,6.52370363094957,5.67674781301695,998.2,6.23918700118522,678.7,319.7,6.45547121978763,5.71763291454148,998.4,6.21973601028401
677.5,320.8,6.46390845828211,5.86665270982046,998.3,6.27347028970587,682.9,315.1,6.58520849370224,5.7916801048853,998.0,6.33375808944603,712.1,285.8,6.5890978708728,6.17119743550851,997.9,6.47045646116868,668.7,329.5,6.49584541503589,5.84485231420609,998.2,6.28179549001784,672.7,326.0,6.52828788035511,5.89203965235489,998.7,6.3223945388274,669.0,330.0,6.50181273689522,5.9295165979706,999.0,6.31531531531532,664.8,333.5,6.47258076283407,5.75582485327395,998.3,6.23777644143441,682.6,315.5,6.51402176937687,6.05474164751775,998.1,6.37114956164436,676.1,322.5,6.4814490796794,5.91435119885636,998.6,6.29862375023188,664.3,333.9,6.54480154974092,5.72152515296325,998.2,6.27049930234474,678.2,319.8,6.4655948002968,5.86757245408034,998.0,6.27355528101936
687.6,310.4,6.49528358231321,5.92144650963131,998.0,6.31686136683781,693.2,305.4,6.59415776290921,5.83672910170894,998.6,6.3622376885904,714.7,283.4,6.66486450408088,6.22268838689736,998.1,6.54160592875696,667.5,330.9,6.51003161852164,5.88232738879333,998.4,6.308392630383,687.4,311.0,6.54152517991045,5.91793534533256,998.4,6.34722865167827,675.4,322.7,6.54005326517987,5.91687667988707,998.1,6.3448138294277,673.5,325.0,6.50817163730162,5.74440670695524,998.5,6.26477573778223,685.7,312.5,6.56615254620424,6.11099695104114,998.2,6.42644376339377,681.8,316.6,6.52547685139566,5.97210270931456,998.4,6.35338152024504,666.4,331.7,6.56081035222334,5.79158247115442,998.1,6.30656977753709,681.4,316.8,6.48351841828533,5.90807693998923,998.2,6.30042526944124
694.0,304.4,6.50760140651857,5.98831346397976,998.4,6.34982417922096,681.7,316.3,6.61509584406951,5.97988147012336,998.0,6.41434850297038,722.6,275.6,6.70781088836481,6.26023731453565,998.2,6.58726399458717,657.0,341.2,6.54812965385118,6.01953349193168,998.2,6.3705984026571,678.0,320.7,6.55280640793511,6.07402715238605,998.7,6.40032417186726,665.8,332.5,6.57121025513218,6.03530093243209,998.3,6.39658523656128,671.5,326.6,6.51520762991407,5.81105676164158,998.1,6.29147989653416,692.4,305.7,6.57487715520806,6.1771668834756,998.1,6.45666241105048,687.2,311.3,6.55738119534527,6.06506591808021,998.5,6.40527192740486,660.1,338.5,6.5833621227151,5.8805244331914,998.6,6.34870391433518,675.2,323.0,6.5025018839306,6.07573240656383,998.2,6.36542566208277
